,Year:,Month:,County:,Vegetation Condition Index(VIC):,Pasture condition:,Browse condition:,Cattle body condition:,Goats body condition:,Current milk production:,Current cattle prices:,Current goats prices:,Livestock mortality:,Maize prices:,Distance from households to main water sources:,Distance from livestock grazing area to main water sources:,Terms of trade:,Children at risk of malnutrition:,Drought phase classification:,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,_tags,_index
462,2019.0,July,Turkana,Vegetation greenness Above normal,2.0,3.0,2.0,2.0,Below LTA,Below LTA,Below LTA,Death of livestock reported,Below LTA,Below LTA,Below LTA,At LTA,Below LTA,Normal,246719152,4c6b1361-fd51-43c7-a4ed-3d7f63ec74ba,2021-12-30 07:22:10,,,submitted_via_web,,,463
464,2019.0,July,Marsabit,Vegetation greenness Above normal,2.0,2.0,2.0,2.0,Below LTA,Below LTA,Below LTA,Death of livestock reported,Above LTA,Above LTA,Above LTA,Below LTA,Below LTA,Alarm,246720344,915a5984-c8b3-40ea-92dd-cd5915afe47d,2021-12-30 07:26:36,,,submitted_via_web,,,465
465,2019.0,July,Wajir,Vegetation greenness Above normal,1.0,1.0,2.0,2.0,Below LTA,Below LTA,Below LTA,No death of livestock reported,Above LTA,Above LTA,Above LTA,Below LTA,Below LTA,Alarm,246721033,41763e67-0745-474b-b453-718461d64065,2021-12-30 07:29:18,,,submitted_via_web,,,466
466,2019.0,July,Samburu,Vegetation greenness Above normal,2.0,3.0,2.0,2.0,Above LTA,Above LTA,Above LTA,Death of livestock reported,Below LTA,At LTA,Above LTA,Above LTA,Above LTA,Normal,246721715,571ef5b5-2ae1-40d7-9795-84d7d86e3499,2021-12-30 07:31:59,,,submitted_via_web,,,467
467,2019.0,July,Garissa,Moderate vegetation deficit,1.0,1.0,1.0,2.0,Below LTA,Below LTA,Below LTA,No death of livestock reported,Above LTA,Above LTA,Above LTA,Below LTA,Above LTA,Alarm,246723188,35025b7f-40e2-483c-993f-5e6e8b22da8b,2021-12-30 07:36:19,,,submitted_via_web,,,468
468,2019.0,July,Isiolo,Severe vegetation deficit,1.0,1.0,2.0,2.0,Below LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Above LTA,Below LTA,Below LTA,Alert,246724074,0a17ea46-b3c8-4204-ad68-f91b628cdfa4,2021-12-30 07:38:52,,,submitted_via_web,,,469
469,2019.0,July,Tana river,Moderate vegetation deficit,1.0,1.0,2.0,2.0,Below LTA,Above LTA,Below LTA,No death of livestock reported,Above LTA,Above LTA,Above LTA,Below LTA,Above LTA,Alert,246726752,8e6dcb32-64eb-4206-8dd6-826f73c25064,2021-12-30 07:51:01,,,submitted_via_web,,,470
470,2019.0,July,Kajiado,Moderate vegetation deficit,2.0,3.0,2.0,3.0,Below LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Above LTA,Above LTA,Above LTA,Below LTA,Normal,246727333,f312455d-2a00-46cf-8c47-1feadd2ca9d2,2021-12-30 07:53:31,,,submitted_via_web,,,471
471,2019.0,July,Laikipia,Vegetation greenness Above normal,2.0,2.0,2.0,2.0,Below LTA,Above LTA,Above LTA,No death of livestock reported,Below LTA,Above LTA,Above LTA,Above LTA,Below LTA,Alert,246728247,9113fc88-c113-4249-a17f-ceb73dedb1ea,2021-12-30 07:56:40,,,submitted_via_web,,,472
472,2019.0,July,Tharaka nithi,Moderate vegetation deficit,1.0,1.0,1.0,2.0,Below LTA,Below LTA,Below LTA,No death of livestock reported,Above LTA,Below LTA,Above LTA,Below LTA,Below LTA,Alarm,246728783,da0b0706-79d8-480f-9eee-66124e413e16,2021-12-30 07:58:58,,,submitted_via_web,,,473
473,2019.0,July,West pokot,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,Below LTA,No death of livestock reported,Above LTA,Below LTA,Above LTA,Below LTA,Below LTA,Normal,246729671,97d0aed6-55c9-432b-9f0b-b518bc2b4aec,2021-12-30 08:02:34,,,submitted_via_web,,,474
474,2018.0,May,Baringo,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246731552,b3d48a5e-2b91-428b-8bea-088d182113e1,2021-12-30 08:09:46,,,submitted_via_web,,,475
475,2019.0,July,Embu,Vegetation greenness Above normal,1.0,2.0,1.0,3.0,Below LTA,Below LTA,Below LTA,No death of livestock reported,Above LTA,Above LTA,Above LTA,Below LTA,Below LTA,Alert,246732642,a1eb7e41-a9c4-49ba-aac9-8b61b3c8802b,2021-12-30 08:14:12,,,submitted_via_web,,,476
476,2019.0,July,Kitui,Normal vegetation greenness,1.0,2.0,2.0,2.0,Below LTA,Below LTA,At LTA,No death of livestock reported,Above LTA,Above LTA,Above LTA,Below LTA,Below LTA,Alert,246733712,1094476c-a3c4-4637-af03-b0c22b176ad1,2021-12-30 08:19:08,,,submitted_via_web,,,477
477,2019.0,July,Makueni,Moderate vegetation deficit,2.0,2.0,2.0,2.0,Below LTA,Below LTA,Below LTA,No death of livestock reported,Above LTA,Above LTA,Above LTA,Below LTA,At LTA,Alert,246734363,f6bb63a3-a81d-403d-a953-f6bc992e7d95,2021-12-30 08:22:30,,,submitted_via_web,,,478
478,2018.0,May,Mandera,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Below LTA,Below LTA,Normal,246734411,28cb12f7-c552-4e26-a560-6415ff1b650c,2021-12-30 08:22:37,,,submitted_via_web,,,479
479,2018.0,May,Turkana,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246734757,0d3e1214-9d4b-4365-8b01-a70e405ad637,2021-12-30 08:24:24,,,submitted_via_web,,,480
480,2018.0,May,Marsabit,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Below LTA,Below LTA,Normal,246735388,bb6f0b6d-e916-4ce6-83c7-7e94479f5572,2021-12-30 08:26:25,,,submitted_via_web,,,481
481,2018.0,May,Wajir,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,At LTA,Below LTA,Normal,246735670,433682bc-f788-45cc-9a46-bd615beca88a,2021-12-30 08:27:38,,,submitted_via_web,,,482
482,2018.0,May,Wajir,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,At LTA,Below LTA,Normal,246739325,e003b86e-3f5b-4fe1-9e58-7032a7d0ab85,2021-12-30 08:42:04,,,submitted_via_web,,,483
483,2018.0,May,Samburu,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246740270,d2228946-c71c-4061-9e6f-06792ffb6ac5,2021-12-30 08:44:56,,,submitted_via_web,,,484
484,2018.0,May,Garissa,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,,Above LTA,,,Below LTA,Below LTA,At LTA,Below LTA,Normal,246748823,b4b1e41c-0d78-4f8d-bf6f-d3eb6b838679,2021-12-30 09:09:03,,,submitted_via_web,,,485
486,2018.0,May,Tana river,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246749724,58094aac-1df0-4f0a-96ff-75475e78282c,2021-12-30 09:12:17,,,submitted_via_web,,,487
487,2018.0,May,Kajiado,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246750363,87a7181c-4d92-458e-8716-6d40c71740d4,2021-12-30 09:14:18,,,submitted_via_web,,,488
488,2018.0,May,Laikipia,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246750675,a776f072-ca89-45a4-8636-301182d4ad63,2021-12-30 09:15:18,,,submitted_via_web,,,489
489,2018.0,May,Tharaka nithi,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246751450,50cec506-0298-47d5-91fa-177a7251cae4,2021-12-30 09:16:44,,,submitted_via_web,,,490
490,2018.0,May,West pokot,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246751791,811906c0-c9d8-436b-8fe3-bfae6d604a44,2021-12-30 09:17:56,,,submitted_via_web,,,491
491,2018.0,May,Embu,Moderate vegetation deficit,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,At LTA,Normal,246752668,58615a40-7747-4d67-b4c6-47130e5c6615,2021-12-30 09:19:55,,,submitted_via_web,,,492
492,2019.0,July,Meru,Moderate vegetation deficit,2.0,3.0,2.0,2.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Above LTA,Above LTA,Below LTA,Below LTA,Normal,246752989,639cc9e2-2c5c-4bc0-9edc-3c4c2e966221,2021-12-30 09:21:01,,,submitted_via_web,,,493
493,2018.0,May,Kitui,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246753122,660696f6-aab2-44cc-b4c4-38834bb7c357,2021-12-30 09:21:29,,,submitted_via_web,,,494
494,2018.0,May,Makueni,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246753643,273d5c6e-2707-42d2-8570-c134b2e3e712,2021-12-30 09:23:02,,,submitted_via_web,,,495
495,2018.0,May,Meru,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Below LTA,Below LTA,Normal,246754056,6f42990f-dd8c-4056-94b0-b02b74a3bb1d,2021-12-30 09:24:37,,,submitted_via_web,,,496
496,2019.0,July,Nyeri,Vegetation greenness Above normal,2.0,2.0,2.0,3.0,Below LTA,Below LTA,Below LTA,No death of livestock reported,Above LTA,Below LTA,,Below LTA,,Alert,246754126,75e42e73-8bd7-47ee-9077-ea7656aa2666,2021-12-30 09:25:01,,,submitted_via_web,,,497
497,2018.0,May,Nyeri,Normal vegetation greenness,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246754874,c0b05afe-165f-46b1-928d-fcab13c6b7e8,2021-12-30 09:27:25,,,submitted_via_web,,,498
498,2018.0,May,Kilifi,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246755588,4cf818ca-3f90-4ef5-a4c3-246ba963d42f,2021-12-30 09:28:51,,,submitted_via_web,,,499
499,2018.0,May,Kwale,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,At LTA,Above LTA,Normal,246756124,8e7fa238-8f26-43ee-bb7e-62fac0260d5f,2021-12-30 09:30:35,,,submitted_via_web,,,500
500,2018.0,May,Lamu,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,At LTA,Normal,246759902,e1b53b42-8ba4-435f-983e-ff505a56c196,2021-12-30 09:41:38,,,submitted_via_web,,,501
501,2018.0,May,Taita taveta,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246760400,183465a5-40c3-4fd0-8eea-019b3a752122,2021-12-30 09:43:03,,,submitted_via_web,,,502
502,2018.0,May,Narok,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246760955,c7377993-f434-4c16-863c-d152bd45750e,2021-12-30 09:44:48,,,submitted_via_web,,,503
503,2018.0,April,Baringo,Normal vegetation greenness,3.0,3.0,3.0,3.0,At LTA,,,,,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246804086,1302d2d7-d3e8-4dea-93fb-09d3c9fa3b86,2021-12-30 11:27:06,,,submitted_via_web,,,504
504,2018.0,April,Mandera,Normal vegetation greenness,3.0,3.0,3.0,3.0,At LTA,,,,,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246804911,cffe2a39-6776-4cd7-afe2-1a7fd4ddaa0d,2021-12-30 11:29:36,,,submitted_via_web,,,505
505,2018.0,April,Turkana,Normal vegetation greenness,3.0,3.0,3.0,3.0,At LTA,,,,,Below LTA,Below LTA,Above LTA,At LTA,Normal,246805681,a5d8acaa-eea5-492c-9774-b2c092a66a45,2021-12-30 11:31:32,,,submitted_via_web,,,506
506,2018.0,April,Marsabit,Normal vegetation greenness,3.0,3.0,3.0,3.0,At LTA,,,,,Below LTA,Below LTA,Below LTA,Below LTA,Normal,246806467,dbd5c085-d5c8-4c9c-b9a7-67becc4594e5,2021-12-30 11:33:19,,,submitted_via_web,,,507
507,2018.0,April,Wajir,Normal vegetation greenness,3.0,3.0,3.0,3.0,At LTA,,,,,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246807427,b328b689-5c53-4ab7-a6eb-33a98ac63068,2021-12-30 11:35:16,,,submitted_via_web,,,508
508,2018.0,April,Samburu,Normal vegetation greenness,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246815881,78c78e21-ae7b-4fce-901c-70e2533ed412,2021-12-30 11:52:49,,,submitted_via_web,,,509
509,2018.0,April,Garissa,Normal vegetation greenness,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Below LTA,Above LTA,Normal,246816470,b6a76df4-4575-4621-a97e-20c76cec9501,2021-12-30 11:54:35,,,submitted_via_web,,,510
510,2018.0,April,Isiolo,Normal vegetation greenness,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Below LTA,Above LTA,Normal,246817015,db1b81c6-de4c-410b-87ca-2f6e5da43ca2,2021-12-30 11:56:11,,,submitted_via_web,,,511
511,2018.0,April,Tana river,Normal vegetation greenness,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246818693,f7bc00b2-4ac7-4e76-8e4c-584b6476c3ea,2021-12-30 11:59:06,,,submitted_via_web,,,512
512,2018.0,April,Kajiado,Normal vegetation greenness,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246819474,a49969d8-b86b-4fdc-84f7-c5842808209d,2021-12-30 12:00:58,,,submitted_via_web,,,513
513,2018.0,April,Laikipia,Normal vegetation greenness,3.0,3.0,3.0,3.0,Below LTA,,,,,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246820228,fe54e8b3-5a5e-4c55-9758-3fed19b4b2f8,2021-12-30 12:03:00,,,submitted_via_web,,,514
514,2018.0,April,Tharaka nithi,Normal vegetation greenness,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,At LTA,Normal,246820892,3bb3b6e9-3fdb-45af-9671-56e08f27eb67,2021-12-30 12:04:55,,,submitted_via_web,,,515
515,2018.0,April,West pokot,Normal vegetation greenness,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246827731,f5782820-2730-4b88-a399-2fdebba3170c,2021-12-30 12:20:50,,,submitted_via_web,,,516
516,2018.0,April,Embu,Normal vegetation greenness,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,At LTA,Above LTA,Normal,246830870,393feb05-e1bd-4657-b5eb-9308d3442b92,2021-12-30 12:29:10,,,submitted_via_web,,,517
517,2018.0,April,Kitui,Normal vegetation greenness,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246830873,cd97327c-695a-4939-aea4-caa63d2faae3,2021-12-30 12:29:11,,,submitted_via_web,,,518
518,2018.0,April,Makueni,Normal vegetation greenness,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,At LTA,Above LTA,Normal,246831691,a5d54ec7-578f-41cb-b8ae-36106150410b,2021-12-30 12:31:04,,,submitted_via_web,,,519
519,2018.0,April,Meru,Normal vegetation greenness,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Below LTA,Below LTA,Normal,246832057,beef2f7f-d997-433c-9d33-23e092998203,2021-12-30 12:32:29,,,submitted_via_web,,,520
520,2018.0,April,Nyeri,Normal vegetation greenness,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,At LTA,Normal,246832662,f3670f07-6b07-4007-8679-6116631ef710,2021-12-30 12:34:09,,,submitted_via_web,,,521
521,2018.0,April,Kilifi,Normal vegetation greenness,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246833270,33b6e632-0448-4bb5-b562-4e287b5b9da2,2021-12-30 12:35:24,,,submitted_via_web,,,522
522,2018.0,April,Kwale,Normal vegetation greenness,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,At LTA,Above LTA,Normal,246833907,f0bad939-6b64-4221-83f7-a9aa847f6815,2021-12-30 12:36:41,,,submitted_via_web,,,523
523,2018.0,April,Lamu,Normal vegetation greenness,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,At LTA,Normal,246834527,4d8d215c-3a71-44c8-99e2-23041e244045,2021-12-30 12:37:56,,,submitted_via_web,,,524
524,2018.0,April,Taita taveta,Normal vegetation greenness,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246834958,1b398bc3-9c7d-4104-8828-1440b0158ff4,2021-12-30 12:39:09,,,submitted_via_web,,,525
525,2018.0,April,Narok,Moderate vegetation deficit,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246835443,906a6283-a1d3-4f0f-bc20-9d160d8121b6,2021-12-30 12:40:54,,,submitted_via_web,,,526
526,2018.0,March,Baringo,Moderate vegetation deficit,3.0,3.0,3.0,3.0,Above LTA,,,,,Below LTA,Below LTA,At LTA,Below LTA,Normal,246847365,84724551-f55f-471e-bffb-5402c0090ea7,2021-12-30 13:21:09,,,submitted_via_web,,,527
527,2018.0,March,Mandera,Moderate vegetation deficit,3.0,3.0,3.0,3.0,Above LTA,,,,Above LTA,Below LTA,Below LTA,Below LTA,Below LTA,Alert,246849357,901d1977-0d62-4307-9f19-e8c6e181e464,2021-12-30 13:28:10,,,submitted_via_web,,,528
528,2018.0,March,Turkana,Normal vegetation greenness,3.0,3.0,3.0,3.0,Below LTA,,,,,Below LTA,Below LTA,Below LTA,At LTA,Normal,246849988,33512584-2b42-4f19-921b-66c7233edd17,2021-12-30 13:30:02,,,submitted_via_web,,,529
529,2018.0,March,Marsabit,Normal vegetation greenness,3.0,3.0,3.0,3.0,Above LTA,,,,,Below LTA,Below LTA,At LTA,Below LTA,Normal,246850573,8f138da8-255f-4be3-986d-cbcc573260c9,2021-12-30 13:32:24,,,submitted_via_web,,,530
530,2018.0,March,Wajir,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,,,,,Below LTA,Below LTA,Above LTA,Below LTA,Alert,246851422,538e8bb1-1e0a-407d-a757-ce697c26c0a4,2021-12-30 13:34:40,,,submitted_via_web,,,531
531,2018.0,March,Samburu,Moderate vegetation deficit,3.0,3.0,3.0,3.0,Above LTA,,,,,Below LTA,Below LTA,Above LTA,At LTA,Alert,246855092,e7bac3ef-e5f1-4483-92d5-721041b9551a,2021-12-30 13:43:36,,,submitted_via_web,,,532
532,2018.0,March,Garissa,Severe vegetation deficit,3.0,3.0,3.0,3.0,Below LTA,,,,,Below LTA,Below LTA,Below LTA,Below LTA,Alarm,246856210,fa3f6e66-1a00-45af-9c40-8afcd3aba0a3,2021-12-30 13:47:22,,,submitted_via_web,,,533
533,2018.0,March,Isiolo,Normal vegetation greenness,3.0,3.0,3.0,3.0,Above LTA,,,,,Below LTA,Below LTA,Below LTA,Above LTA,Alarm,246857629,ee247540-f526-46f2-9376-1236e77fc8f6,2021-12-30 13:51:28,,,submitted_via_web,,,534
534,2018.0,March,Tana river,Normal vegetation greenness,3.0,3.0,3.0,3.0,Above LTA,,,,,Below LTA,Below LTA,At LTA,Above LTA,Alarm,246858626,ca3419e0-8afe-4555-8fea-954c319e3520,2021-12-30 13:54:33,,,submitted_via_web,,,535
535,2018.0,March,Kajiado,Normal vegetation greenness,3.0,3.0,3.0,3.0,Above LTA,,,,,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246859364,adeca318-ffcf-4253-88cd-4395fede81d7,2021-12-30 13:57:25,,,submitted_via_web,,,536
537,2018.0,March,Tharaka nithi,Moderate vegetation deficit,3.0,3.0,3.0,3.0,Above LTA,,,,,Below LTA,Below LTA,Above LTA,Below LTA,Alert,246861694,2e5bdf0c-f1f8-49c5-afea-4ad141ee2e3a,2021-12-30 14:04:40,,,submitted_via_web,,,538
538,2018.0,March,West pokot,Moderate vegetation deficit,3.0,3.0,3.0,3.0,Above LTA,,,,,Below LTA,Below LTA,Above LTA,Below LTA,Alert,246862003,bcfbf575-dc96-4d03-9cd9-186ee093e03f,2021-12-30 14:06:11,,,submitted_via_web,,,539
539,2018.0,March,Embu,Normal vegetation greenness,3.0,3.0,3.0,3.0,Above LTA,,,,,Below LTA,Below LTA,Below LTA,Above LTA,Alert,246862345,bf827588-8d9d-4cd2-a0e5-cc59f48f5fad,2021-12-30 14:08:04,,,submitted_via_web,,,540
540,2018.0,March,Kitui,Severe vegetation deficit,3.0,3.0,3.0,3.0,Above LTA,,,,,Below LTA,Below LTA,At LTA,Above LTA,Alert,246864059,ee2e5fc6-9a01-4543-9578-9033bf6586d1,2021-12-30 14:13:32,,,submitted_via_web,,,541
541,2018.0,March,Makueni,Normal vegetation greenness,3.0,3.0,3.0,3.0,Above LTA,,,,,Below LTA,Below LTA,At LTA,Above LTA,Normal,246864811,72360429-ccf4-4dc5-b062-1d614759179a,2021-12-30 14:15:52,,,submitted_via_web,,,542
542,2018.0,March,Meru,Normal vegetation greenness,3.0,3.0,3.0,3.0,Above LTA,,,,,Below LTA,Below LTA,Below LTA,Below LTA,Alert,246865672,32fe4757-3cc6-4a9f-9ddb-c6cc5d06b296,2021-12-30 14:19:02,,,submitted_via_web,,,543
543,2018.0,March,Nyeri,Normal vegetation greenness,3.0,3.0,3.0,3.0,Above LTA,,,,,Below LTA,Below LTA,Above LTA,Below LTA,Alert,246865953,148c9299-139f-433f-a786-89b7c06b5b0e,2021-12-30 14:20:22,,,submitted_via_web,,,544
544,2018.0,March,Kilifi,Moderate vegetation deficit,3.0,3.0,3.0,3.0,Above LTA,,,,,Below LTA,Below LTA,Above LTA,At LTA,Alert,246866515,2b623767-e96d-4d6f-a236-362c1fdc0059,2021-12-30 14:22:06,,,submitted_via_web,,,545
545,2018.0,March,Kwale,Normal vegetation greenness,3.0,3.0,3.0,3.0,Above LTA,,,,,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246866929,8139b649-e57b-4f51-8bea-94018ece1c23,2021-12-30 14:23:29,,,submitted_via_web,,,546
546,2018.0,March,Lamu,Moderate vegetation deficit,3.0,3.0,3.0,3.0,Above LTA,,,,,Below LTA,Below LTA,Above LTA,At LTA,Alert,246867422,464109a9-9714-4752-9e01-c238ab11ea17,2021-12-30 14:24:52,,,submitted_via_web,,,547
547,2018.0,March,Taita taveta,Moderate vegetation deficit,3.0,3.0,3.0,3.0,Above LTA,,,,,Below LTA,Below LTA,Above LTA,Below LTA,Alert,246867758,bed3f235-f6a2-466d-a7f9-cfbc28ab5af0,2021-12-30 14:26:07,,,submitted_via_web,,,548
548,2018.0,March,Narok,Moderate vegetation deficit,3.0,3.0,3.0,3.0,Above LTA,,,,,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246868758,6b82b46f-6bd2-4050-b1fe-3117e46fcbfd,2021-12-30 14:28:28,,,submitted_via_web,,,549
549,2018.0,February,Baringo,Moderate vegetation deficit,2.0,3.0,2.0,2.0,,,,,,Above LTA,Above LTA,At LTA,Above LTA,Alert,246872548,15e592dc-d9aa-4518-afe3-e6f98810db29,2021-12-30 14:40:13,,,submitted_via_web,,,550
550,2018.0,February,Mandera,Severe vegetation deficit,2.0,3.0,1.0,1.0,,,,,,Above LTA,Above LTA,Below LTA,Below LTA,Alert,246873305,50193476-9552-478e-84f2-6022feea5d7c,2021-12-30 14:42:51,,,submitted_via_web,,,551
551,2018.0,February,Turkana,Moderate vegetation deficit,2.0,2.0,2.0,2.0,,,,,,Above LTA,Above LTA,Above LTA,At LTA,Alert,246876347,34d5ce56-7208-4362-a14d-8c5b0a6375c5,2021-12-30 14:53:05,,,submitted_via_web,,,552
552,2018.0,February,Marsabit,Severe vegetation deficit,2.0,2.0,1.0,1.0,,,,,,Above LTA,Above LTA,Below LTA,Below LTA,Alert,246877113,9811a260-bb89-4635-98a6-e066c1ce6eab,2021-12-30 14:55:13,,,submitted_via_web,,,553
553,2018.0,February,Wajir,Severe vegetation deficit,2.0,2.0,1.0,1.0,,,,,,Above LTA,Above LTA,Above LTA,Below LTA,Alert,246877515,593b113f-d1c6-404f-b02e-812a5a5b28bc,2021-12-30 14:56:53,,,submitted_via_web,,,554
554,2018.0,February,Samburu,Severe vegetation deficit,2.0,2.0,1.0,1.0,,,,,,Above LTA,Above LTA,Above LTA,At LTA,Alert,246877972,aa16d2b8-dd3d-46fc-b181-b8f8c8aabc52,2021-12-30 14:58:14,,,submitted_via_web,,,555
555,2018.0,February,Garissa,Extreme,2.0,2.0,1.0,1.0,,,,,,Above LTA,Above LTA,Below LTA,Below LTA,Alarm,246878754,ac2950ea-032c-4e1a-95d3-bc6cba5d5502,2021-12-30 14:59:56,,,submitted_via_web,,,556
556,2018.0,February,Isiolo,Extreme,2.0,2.0,1.0,1.0,,,,,,Above LTA,Above LTA,Below LTA,Above LTA,Alarm,246879453,08fe02dd-e287-481c-8ba8-939fbdd7d40f,2021-12-30 15:02:31,,,submitted_via_web,,,557
557,2018.0,February,Tana river,Extreme,2.0,2.0,1.0,1.0,,,,,,Above LTA,Above LTA,Below LTA,At LTA,Alarm,246879887,196cef31-3310-4487-8637-e150b497ff3b,2021-12-30 15:04:24,,,submitted_via_web,,,558
558,2018.0,February,Kajiado,Severe vegetation deficit,2.0,2.0,1.0,1.0,,,,,,Above LTA,Above LTA,Below LTA,Above LTA,Alarm,246880444,76fea7b8-1624-4fdd-8e37-69eb760058b0,2021-12-30 15:06:31,,,submitted_via_web,,,559
559,2018.0,February,Laikipia,Moderate vegetation deficit,2.0,2.0,1.0,1.0,,,,,,Above LTA,Above LTA,At LTA,At LTA,Alert,246881818,5041ce1e-a1ea-44af-ba92-17f7db0f3b05,2021-12-30 15:11:00,,,submitted_via_web,,,560
